city,time,temperature,apparent temperature,relative humidity,precipitation,dewpoint,freeing level,pressure
Reykjavik,2021-11-10T17:00,2.6,-0.5,86,0.03,0.4,484,992.3
Reykjavik,2021-11-10T18:00,2.4,-0.7,86,0.03,0.3,520,992.3
Reykjavik,2021-11-10T19:00,2.3,-1.0,86,0.03,0.3,548,992.8
Reykjavik,2021-11-10T20:00,2.4,-0.9,86,0.09,0.4,539,993.3
Reykjavik,2021-11-10T21:00,2.6,-0.8,86,0.09,0.4,513,993.8
Reykjavik,2021-11-10T22:00,2.7,-0.7,86,0.09,0.5,488,994.8
Reykjavik,2021-11-10T23:00,2.7,-0.9,85,0.0,0.5,490,995.3
Jerusalem,2021-11-04T00:00,14.6,14.8,85,0.0,11.7,4392,1025.7
Jerusalem,2021-11-04T01:00,14.0,14.1,83,0.0,11.0,4488,1025.7
Jerusalem,2021-11-04T02:00,13.8,13.7,80,0.0,10.5,4496,1025.2
Jerusalem,2021-11-04T03:00,13.9,13.4,73,0.0,9.6,4508,1025.2
Jerusalem,2021-11-04T04:00,14.4,13.4,66,0.0,8.9,4508,1024.6
Jerusalem,2021-11-04T05:00,15.0,14.0,66,0.0,9.0,4512,1025.2
Jerusalem,2021-11-04T06:00,15.8,14.9,66,0.0,9.5,4516,1025.2
Jerusalem,2021-11-04T07:00,17.7,17.3,66,0.0,10.6,4520,1025.7
Jerusalem,2021-11-04T08:00,19.7,18.6,56,0.0,10.4,4520,1025.2
Jerusalem,2021-11-04T09:00,21.2,19.9,50,0.0,10.2,4532,1025.7
Jerusalem,2021-11-04T10:00,22.3,21.3,46,0.0,9.7,4532,1024.6
Jerusalem,2021-11-04T11:00,23.3,22.4,43,0.0,9.5,4536,1024.6
Jerusalem,2021-11-04T12:00,23.9,22.9,40,0.0,8.9,4516,1023.5
Jerusalem,2021-11-04T13:00,24.3,22.8,36,0.0,7.9,4516,1023.5
Jerusalem,2021-11-04T14:00,24.1,22.7,37,0.0,8.1,4516,1023.5
Jerusalem,2021-11-04T15:00,22.9,22.0,43,0.0,9.4,4520,1023.0
Jerusalem,2021-11-04T16:00,20.9,20.8,57,0.0,12.2,4512,1023.0
Jerusalem,2021-11-04T17:00,19.0,20.0,73,0.0,14.1,4496,1023.5
Jerusalem,2021-11-04T18:00,18.5,18.8,71,0.0,13.2,4504,1023.5
Jerusalem,2021-11-04T19:00,18.7,18.1,60,0.0,10.5,4512,1024.1
Jerusalem,2021-11-04T20:00,18.5,17.6,58,0.0,9.5,4516,1023.5
Jerusalem,2021-11-04T21:00,18.2,17.5,61,0.0,9.8,4496,1023.5
Jerusalem,2021-11-04T22:00,17.8,17.1,62,0.0,10.0,4496,1023.5
Jerusalem,2021-11-04T23:00,17.7,16.9,61,0.0,9.6,4500,1023.5
Jerusalem,2021-11-05T00:00,17.5,16.5,60,0.0,8.9,4492,1023.0
Jerusalem,2021-11-05T01:00,17.4,16.2,60,0.0,8.7,4484,1023.0
Jerusalem,2021-11-05T02:00,17.3,16.1,60,0.0,8.6,4464,1022.4
Jerusalem,2021-11-05T03:00,17.0,15.8,62,0.0,8.7,4464,1023.0
Jerusalem,2021-11-05T04:00,16.7,15.5,64,0.0,8.7,4464,1023.0
Jerusalem,2021-11-05T05:00,16.5,15.3,63,0.0,8.5,4492,1023.0
Jerusalem,2021-11-05T06:00,17.3,16.0,60,0.0,8.3,4500,1023.5
Jerusalem,2021-11-05T07:00,19.6,17.7,49,0.0,8.0,4504,1023.5
Jerusalem,2021-11-05T08:00,21.1,18.2,42,0.0,7.5,4500,1024.1
Jerusalem,2021-11-05T09:00,22.4,19.3,38,0.0,7.1,4492,1023.5
Jerusalem,2021-11-05T10:00,23.4,20.8,35,0.0,6.8,4476,1023.5
Jerusalem,2021-11-05T11:00,24.3,22.1,33,0.0,6.5,4464,1022.4
Jerusalem,2021-11-05T12:00,24.9,22.7,31,0.0,6.2,4444,1021.9
Jerusalem,2021-11-05T13:00,25.2,22.8,29,0.0,5.7,4452,1021.3
Jerusalem,2021-11-05T14:00,24.9,22.5,29,0.0,5.3,4444,1020.8
Jerusalem,2021-11-05T15:00,24.1,21.7,30,0.0,5.1,4432,1020.8
Jerusalem,2021-11-05T16:00,22.3,20.9,38,0.0,6.9,4444,1020.8
Jerusalem,2021-11-05T17:00,20.4,19.2,43,0.0,7.5,4460,1021.9
Jerusalem,2021-11-05T18:00,19.7,18.3,43,0.0,7.3,4436,1021.9
Jerusalem,2021-11-05T19:00,19.3,17.7,44,0.0,6.7,4452,1021.9
Jerusalem,2021-11-05T20:00,19.0,17.1,44,0.0,6.1,4452,1021.9
Jerusalem,2021-11-05T21:00,18.7,16.7,42,0.0,5.2,4444,1021.3
Jerusalem,2021-11-05T22:00,18.7,16.6,42,0.0,5.0,4452,1021.3
Jerusalem,2021-11-05T23:00,18.6,16.4,41,0.0,4.3,4448,1021.3
Jerusalem,2021-11-06T00:00,18.3,16.0,41,0.0,3.9,4440,1021.3
Jerusalem,2021-11-06T01:00,18.0,15.7,42,0.0,4.0,4420,1021.3
Jerusalem,2021-11-06T02:00,17.8,15.5,43,0.0,4.1,4428,1021.3
Jerusalem,2021-11-06T03:00,17.5,15.3,45,0.0,4.3,4412,1021.3
Jerusalem,2021-11-06T04:00,17.3,15.0,45,0.0,4.2,4400,1021.9
Jerusalem,2021-11-06T05:00,17.0,14.7,45,0.0,3.8,4400,1021.9
Jerusalem,2021-11-06T06:00,17.7,15.3,43,0.0,3.6,4404,1022.4
Jerusalem,2021-11-06T07:00,20.1,17.4,35,0.0,3.6,4400,1022.4
Jerusalem,2021-11-06T08:00,21.8,18.3,30,0.0,3.1,4404,1023.0
Jerusalem,2021-11-06T09:00,23.1,19.5,28,0.0,3.2,4412,1022.4
Jerusalem,2021-11-06T10:00,24.1,21.1,27,0.0,3.4,4400,1021.3
Jerusalem,2021-11-06T11:00,24.9,22.3,26,0.0,3.7,4380,1020.8
Jerusalem,2021-11-06T12:00,25.4,22.9,26,0.0,4.1,4372,1020.8
Jerusalem,2021-11-06T13:00,25.6,22.9,26,0.0,4.1,4360,1020.8
Jerusalem,2021-11-06T14:00,25.3,22.8,27,0.0,4.4,4344,1020.2
Jerusalem,2021-11-06T15:00,24.5,22.2,29,0.0,4.8,4328,1020.2
Jerusalem,2021-11-06T16:00,22.5,21.4,36,0.0,6.5,4312,1020.2
Jerusalem,2021-11-06T17:00,21.0,19.8,39,0.0,6.4,4312,1020.8
Jerusalem,2021-11-06T18:00,19.9,18.2,38,0.0,5.5,4300,1020.8
Jerusalem,2021-11-06T19:00,19.6,17.5,36,0.0,4.6,4288,1020.8
Jerusalem,2021-11-06T20:00,19.3,17.2,36,0.0,3.9,4288,1020.8
Jerusalem,2021-11-06T21:00,19.1,16.9,36,0.0,3.7,4276,1020.8
Jerusalem,2021-11-06T22:00,18.9,16.6,36,0.0,3.2,4268,1020.2
Jerusalem,2021-11-06T23:00,18.6,16.2,37,0.0,2.8,4252,1020.2
Jerusalem,2021-11-07T00:00,18.3,15.9,37,0.0,2.5,4240,1020.2
Jerusalem,2021-11-07T01:00,18.0,15.5,37,0.0,2.4,4220,1019.7
Jerusalem,2021-11-07T02:00,17.8,15.3,36,0.0,2.3,4204,1019.7
Jerusalem,2021-11-07T03:00,17.5,15.0,37,0.0,2.2,4184,1019.7
Jerusalem,2021-11-07T04:00,17.3,14.8,38,0.0,2.1,4176,1019.7
Jerusalem,2021-11-07T05:00,17.1,14.6,38,0.0,2.2,4172,1019.7
Jerusalem,2021-11-07T06:00,17.5,15.0,39,0.0,2.6,4152,1020.2
Jerusalem,2021-11-07T07:00,19.8,17.5,36,0.0,3.2,4148,1020.8
Jerusalem,2021-11-07T08:00,22.0,19.1,29,0.0,2.9,4120,1021.3
Jerusalem,2021-11-07T09:00,23.4,19.9,25,0.0,2.2,4108,1020.8
Jerusalem,2021-11-07T10:00,24.3,21.2,24,0.0,1.9,4104,1020.2
Jerusalem,2021-11-07T11:00,25.0,22.2,23,0.0,2.1,4096,1019.7
Jerusalem,2021-11-07T12:00,25.6,22.8,21,0.0,1.5,4096,1019.1
Jerusalem,2021-11-07T13:00,25.9,22.6,19,0.0,0.3,4092,1019.1
Jerusalem,2021-11-07T14:00,25.2,22.4,21,0.0,1.0,4080,1019.1
Jerusalem,2021-11-07T15:00,24.0,21.9,25,0.0,2.1,4064,1019.1
Jerusalem,2021-11-07T16:00,22.3,20.3,30,0.0,3.6,4044,1019.7
Jerusalem,2021-11-07T17:00,21.2,19.4,34,0.0,4.6,4028,1019.7
Jerusalem,2021-11-07T18:00,20.0,18.6,38,0.0,5.5,4014,1020.2
Jerusalem,2021-11-07T19:00,18.9,17.2,41,0.0,5.9,4000,1020.2
Jerusalem,2021-11-07T20:00,18.6,16.7,40,0.0,5.2,3996,1020.2
Jerusalem,2021-11-07T21:00,18.6,16.4,37,0.0,3.8,3996,1020.2
Jerusalem,2021-11-07T22:00,18.6,16.0,34,0.0,2.3,3998,1020.2
Jerusalem,2021-11-07T23:00,18.3,15.6,34,0.0,1.8,4002,1020.2
Jerusalem,2021-11-08T00:00,18.0,15.3,35,0.0,1.6,4008,1020.2
Jerusalem,2021-11-08T01:00,17.6,14.9,36,0.0,1.6,4018,1020.2
Jerusalem,2021-11-08T02:00,17.3,14.6,38,0.0,1.7,4022,1020.2
Jerusalem,2021-11-08T03:00,17.0,14.3,39,0.0,2.0,4028,1020.2
Jerusalem,2021-11-08T04:00,17.1,14.3,40,0.0,2.3,4034,1020.2
Jerusalem,2021-11-08T05:00,17.7,14.9,38,0.0,2.3,4038,1020.8
Jerusalem,2021-11-08T06:00,18.7,15.8,36,0.0,2.3,4040,1021.3
Jerusalem,2021-11-08T07:00,20.2,17.1,32,0.0,2.3,4046,1021.9
Jerusalem,2021-11-08T08:00,21.4,18.0,29,0.0,2.2,4052,1021.9
Jerusalem,2021-11-08T09:00,22.8,18.9,27,0.0,2.1,4060,1021.9
Jerusalem,2021-11-08T10:00,24.3,20.7,24,0.0,1.8,4068,1021.9
Jerusalem,2021-11-08T11:00,25.0,21.7,21,0.0,1.2,4070,1021.9
Jerusalem,2021-11-08T12:00,25.6,22.3,20,0.0,0.4,4072,1021.3
Jerusalem,2021-11-08T13:00,25.7,22.1,19,0.0,-0.3,4076,1021.3
Jerusalem,2021-11-08T14:00,25.0,21.6,19,0.0,-0.3,4084,1020.8
Jerusalem,2021-11-08T15:00,23.8,20.8,21,0.0,-0.1,4094,1021.3
Jerusalem,2021-11-08T16:00,22.3,19.6,24,0.0,0.3,4104,1021.3
Jerusalem,2021-11-08T17:00,21.4,18.8,26,0.0,0.6,4104,1021.3
Jerusalem,2021-11-08T18:00,20.5,17.8,27,0.0,1.0,4104,1021.9
Jerusalem,2021-11-08T19:00,19.5,16.9,30,0.0,1.5,4100,1022.4
Jerusalem,2021-11-08T20:00,19.1,16.5,32,0.0,1.9,4100,1022.4
Jerusalem,2021-11-08T21:00,18.8,16.3,34,0.0,2.4,4104,1022.4
Jerusalem,2021-11-08T22:00,18.5,16.0,37,0.0,2.7,4112,1022.4
Jerusalem,2021-11-08T23:00,18.2,15.7,38,0.0,2.7,4120,1022.4
Jerusalem,2021-11-09T00:00,17.9,15.4,38,0.0,2.5,4132,1022.4
Jerusalem,2021-11-09T01:00,17.5,15.0,38,0.0,2.3,4168,1022.4
Jerusalem,2021-11-09T02:00,17.2,14.6,39,0.0,2.2,4224,1022.4
Jerusalem,2021-11-09T03:00,16.8,14.2,39,0.0,2.0,4300,1022.4
Jerusalem,2021-11-09T04:00,16.8,14.1,39,0.0,1.9,4380,1022.4
Jerusalem,2021-11-09T05:00,17.5,14.8,38,0.0,2.0,4404,1023.0
Jerusalem,2021-11-09T06:00,18.6,15.9,35,0.0,2.0,4408,1023.0
Jerusalem,2021-11-09T07:00,19.8,17.0,33,0.0,2.1,4408,1023.5
Jerusalem,2021-11-09T08:00,21.1,18.6,29,0.0,2.2,4328,1023.8
Jerusalem,2021-11-09T09:00,23.0,20.2,25,0.0,1.7,4340,1023.8
Jerusalem,2021-11-09T10:00,25.0,22.8,22,0.0,1.5,4356,1023.8
Jerusalem,2021-11-09T11:00,25.9,24.3,21,0.0,2.0,4360,1023.2
Jerusalem,2021-11-09T12:00,26.5,25.1,21,0.0,2.7,4364,1022.7
Jerusalem,2021-11-09T13:00,26.5,24.4,24,0.0,4.0,4360,1022.1
Jerusalem,2021-11-09T14:00,25.7,23.8,28,0.0,5.5,4352,1021.6
Jerusalem,2021-11-09T15:00,24.3,22.9,35,0.0,7.3,4340,1022.1
Jerusalem,2021-11-09T16:00,22.4,21.4,42,0.0,8.9,4332,1022.1
Jerusalem,2021-11-09T17:00,21.2,20.1,45,0.0,8.9,4336,1022.7
Jerusalem,2021-11-09T18:00,19.9,18.7,47,0.0,8.3,4348,1022.7
Jerusalem,2021-11-09T19:00,18.5,16.9,47,0.0,7.1,4364,1023.2
Jerusalem,2021-11-09T20:00,17.8,15.9,46,0.0,5.8,4380,1023.2
Jerusalem,2021-11-09T21:00,17.2,15.0,42,0.0,4.2,4396,1022.7
Jerusalem,2021-11-09T22:00,16.7,14.2,39,0.0,2.6,4416,1022.7
Jerusalem,2021-11-09T23:00,16.6,14.0,38,0.0,2.2,4428,1022.1
Jerusalem,2021-11-10T00:00,16.7,14.0,38,0.0,2.2,4436,1022.1
Jerusalem,2021-11-10T01:00,16.8,14.0,39,0.0,2.9,4448,1021.6
Jerusalem,2021-11-10T02:00,16.5,14.0,44,0.0,4.0,4448,1021.6
Jerusalem,2021-11-10T03:00,16.1,13.9,50,0.0,5.5,4448,1021.0
Jerusalem,2021-11-10T04:00,15.9,14.1,56,0.0,7.1,4448,1021.0
Jerusalem,2021-11-10T05:00,16.2,14.4,56,0.0,7.3,4448,1021.6
Jerusalem,2021-11-10T06:00,16.7,15.0,54,0.0,7.2,4448,1021.6
Jerusalem,2021-11-10T07:00,17.7,16.0,50,0.0,7.3,4456,1022.1
Jerusalem,2021-11-10T08:00,19.1,17.4,48,0.0,7.9,4476,1022.1
Jerusalem,2021-11-10T09:00,20.9,19.1,46,0.0,8.9,4500,1021.6
Jerusalem,2021-11-10T10:00,22.5,21.1,46,0.0,10.2,4516,1021.6
Jerusalem,2021-11-10T11:00,22.5,21.3,49,0.0,11.1,4504,1021.6
Jerusalem,2021-11-10T12:00,21.9,20.3,54,0.0,12.1,4476,1021.6
Jerusalem,2021-11-10T13:00,20.8,19.4,61,0.0,13.0,4432,1021.6
Jerusalem,2021-11-10T14:00,20.0,18.9,66,0.0,13.4,4400,1022.1
Jerusalem,2021-11-10T15:00,19.1,18.4,70,0.0,13.5,4364,1022.1
Jerusalem,2021-11-10T16:00,17.8,17.5,75,0.0,13.4,4332,1022.1
Jerusalem,2021-11-10T17:00,16.9,16.7,79,0.0,13.2,4328,1022.7
Jerusalem,2021-11-10T18:00,16.0,15.9,82,0.0,12.9,4332,1022.7
Jerusalem,2021-11-10T19:00,15.0,14.9,83,0.0,12.1,4344,1023.2
Jerusalem,2021-11-10T20:00,14.6,14.3,80,0.0,11.2,4356,1023.2
Jerusalem,2021-11-10T21:00,14.4,13.9,75,0.0,10.0,4368,1023.2
Jerusalem,2021-11-10T22:00,14.1,13.4,70,0.0,8.7,4384,1023.2
Jerusalem,2021-11-10T23:00,13.7,13.1,70,0.0,8.4,4392,1022.7
Barcelona,2021-11-04T00:00,12.7,10.5,68,0.0,7.0,1942,885.2
Barcelona,2021-11-04T01:00,12.4,10.2,67,0.0,6.8,1916,886.0
Barcelona,2021-11-04T02:00,11.9,9.5,69,0.0,6.7,1919,886.0
Barcelona,2021-11-04T03:00,11.6,9.1,70,0.0,6.6,1922,886.5
Barcelona,2021-11-04T04:00,11.4,8.8,73,0.0,6.9,1904,886.0
Barcelona,2021-11-04T05:00,11.3,8.7,73,0.0,6.7,1893,886.5
Barcelona,2021-11-04T06:00,11.1,8.5,75,0.0,6.8,1870,886.9
Barcelona,2021-11-04T07:00,10.9,8.4,72,0.0,6.2,1844,888.2
Barcelona,2021-11-04T08:00,11.0,8.7,74,0.01,6.7,1816,888.7
Barcelona,2021-11-04T09:00,11.3,8.9,72,0.0,6.7,1809,889.6
Barcelona,2021-11-04T10:00,12.0,10.0,72,0.0,7.2,1800,890.0
Barcelona,2021-11-04T11:00,12.7,11.2,73,0.01,8.0,1833,890.4
Barcelona,2021-11-04T12:00,13.3,12.1,80,0.11,9.8,1856,890.9
Barcelona,2021-11-04T13:00,13.0,11.6,79,0.68,9.7,1791,890.4
Barcelona,2021-11-04T14:00,13.1,11.9,84,0.28,10.4,1798,890.4
Barcelona,2021-11-04T15:00,13.2,12.0,79,0.44,9.8,1770,890.4
Barcelona,2021-11-04T16:00,13.2,12.5,78,0.29,9.7,1778,890.9
Barcelona,2021-11-04T17:00,13.4,12.9,74,0.01,9.0,1787,890.9
Barcelona,2021-11-04T18:00,13.3,12.7,73,0.0,8.9,1790,891.3
Barcelona,2021-11-04T19:00,13.2,12.1,76,0.0,9.2,1776,891.8
Barcelona,2021-11-04T20:00,13.0,11.8,75,0.0,8.9,1763,892.2
Barcelona,2021-11-04T21:00,12.9,11.9,75,0.0,8.8,1750,892.6
Barcelona,2021-11-04T22:00,12.8,11.9,73,0.0,8.3,1763,893.1
Barcelona,2021-11-04T23:00,12.4,11.0,74,0.0,8.4,1747,892.6
Barcelona,2021-11-05T00:00,12.1,10.7,80,0.0,8.8,1763,892.6
Barcelona,2021-11-05T01:00,12.0,10.5,79,0.0,8.6,1771,893.1
Barcelona,2021-11-05T02:00,11.8,10.3,77,0.0,8.1,1746,893.5
Barcelona,2021-11-05T03:00,11.5,10.0,78,0.0,7.8,1719,893.5
Barcelona,2021-11-05T04:00,11.3,9.7,78,0.0,7.5,1693,893.1
Barcelona,2021-11-05T05:00,11.1,9.5,80,0.0,7.7,1707,893.1
Barcelona,2021-11-05T06:00,10.9,8.9,77,0.0,7.0,1744,893.5
Barcelona,2021-11-05T07:00,10.7,8.4,74,0.0,6.2,1794,893.5
Barcelona,2021-11-05T08:00,10.7,8.4,73,0.0,6.1,1824,894.4
Barcelona,2021-11-05T09:00,11.1,9.0,76,0.0,7.1,1809,894.8
Barcelona,2021-11-05T10:00,12.0,9.6,69,0.0,6.6,1803,895.3
Barcelona,2021-11-05T11:00,13.0,10.6,65,0.0,6.5,1834,895.3
Barcelona,2021-11-05T12:00,14.1,12.2,60,0.0,6.3,1855,895.3
Barcelona,2021-11-05T13:00,15.0,13.8,55,0.0,6.1,1847,894.8
Barcelona,2021-11-05T14:00,15.2,13.3,58,0.0,6.8,1821,894.8
Barcelona,2021-11-05T15:00,15.1,13.0,61,0.0,7.6,1803,894.4
Barcelona,2021-11-05T16:00,15.1,13.0,59,0.0,7.3,1783,894.8
Barcelona,2021-11-05T17:00,15.1,13.1,59,0.0,7.3,1804,895.3
Barcelona,2021-11-05T18:00,14.9,13.2,62,0.0,7.8,1844,895.7
Barcelona,2021-11-05T19:00,14.7,13.1,63,0.0,8.0,1827,896.2
Barcelona,2021-11-05T20:00,14.1,12.7,67,0.0,8.4,1818,896.6
Barcelona,2021-11-05T21:00,13.7,12.7,69,0.0,8.4,1797,897.1
Barcelona,2021-11-05T22:00,13.3,12.3,73,0.0,8.7,1778,897.5
Barcelona,2021-11-05T23:00,12.6,11.4,79,0.0,9.3,1762,897.5
Barcelona,2021-11-06T00:00,12.3,10.9,78,0.0,8.4,1770,897.5
Barcelona,2021-11-06T01:00,12.0,9.9,70,0.0,6.6,1828,897.5
Barcelona,2021-11-06T02:00,11.8,9.8,72,0.0,7.0,1876,897.5
Barcelona,2021-11-06T03:00,11.6,9.5,71,0.0,6.6,1890,897.5
Barcelona,2021-11-06T04:00,11.3,9.0,68,0.0,5.7,1919,897.5
Barcelona,2021-11-06T05:00,11.3,8.4,59,0.0,2.8,1997,897.9
Barcelona,2021-11-06T06:00,11.0,8.0,52,0.0,1.1,1964,897.9
Barcelona,2021-11-06T07:00,10.8,7.3,47,0.0,-0.5,2056,897.9
Barcelona,2021-11-06T08:00,10.6,7.2,48,0.0,-0.2,2110,898.4
Barcelona,2021-11-06T09:00,11.1,7.4,46,0.0,-0.7,2142,899.3
Barcelona,2021-11-06T10:00,12.1,8.0,39,0.0,-1.0,2150,899.7
Barcelona,2021-11-06T11:00,13.6,9.7,38,0.0,-0.2,2152,900.1
Barcelona,2021-11-06T12:00,14.8,11.6,37,0.0,0.2,2162,899.7
Barcelona,2021-11-06T13:00,15.8,13.6,36,0.0,0.6,2162,898.8
Barcelona,2021-11-06T14:00,16.2,13.4,36,0.0,0.9,2168,898.4
Barcelona,2021-11-06T15:00,15.9,12.9,38,0.0,1.5,2160,898.4
Barcelona,2021-11-06T16:00,15.9,13.2,38,0.0,1.8,2166,898.4
Barcelona,2021-11-06T17:00,16.0,12.9,38,0.0,1.7,2196,897.9
Barcelona,2021-11-06T18:00,15.4,12.4,47,0.0,4.2,2250,897.9
Barcelona,2021-11-06T19:00,14.8,12.3,55,0.0,6.0,2246,897.9
Barcelona,2021-11-06T20:00,14.1,11.7,58,0.0,6.0,2196,898.4
Barcelona,2021-11-06T21:00,13.3,10.8,58,0.0,5.3,2180,898.4
Barcelona,2021-11-06T22:00,12.7,10.2,56,0.0,4.4,2054,898.8
Barcelona,2021-11-06T23:00,12.1,9.9,59,0.0,4.7,2232,898.4
Barcelona,2021-11-07T00:00,11.7,9.1,62,0.0,4.5,2278,897.9
Barcelona,2021-11-07T01:00,11.5,8.7,57,0.0,3.4,2320,897.5
Barcelona,2021-11-07T02:00,11.2,8.4,58,0.0,3.4,2402,897.1
Barcelona,2021-11-07T03:00,11.0,8.2,58,0.0,3.3,2422,896.2
Barcelona,2021-11-07T04:00,10.8,8.0,62,0.0,3.9,2312,895.7
Barcelona,2021-11-07T05:00,10.5,7.3,60,0.0,3.3,2188,896.2
Barcelona,2021-11-07T06:00,10.4,6.7,57,0.0,2.4,2248,895.7
Barcelona,2021-11-07T07:00,10.2,6.4,58,0.0,2.5,2350,895.7
Barcelona,2021-11-07T08:00,10.0,6.2,57,0.0,2.3,2396,895.7
Barcelona,2021-11-07T09:00,10.5,6.6,53,0.0,1.7,2418,895.7
Barcelona,2021-11-07T10:00,11.7,7.8,49,0.0,1.6,2370,895.7
Barcelona,2021-11-07T11:00,13.4,9.4,43,0.0,1.2,2384,895.3
Barcelona,2021-11-07T12:00,15.1,11.2,39,0.0,1.0,2424,894.8
Barcelona,2021-11-07T13:00,16.3,13.2,35,0.0,0.9,2412,894.0
Barcelona,2021-11-07T14:00,16.9,14.0,35,0.0,1.5,2414,893.5
Barcelona,2021-11-07T15:00,17.1,14.4,37,0.0,2.5,2414,893.1
Barcelona,2021-11-07T16:00,17.0,14.4,41,0.0,3.7,2430,892.6
Barcelona,2021-11-07T17:00,16.8,14.4,43,0.0,4.4,2472,893.1
Barcelona,2021-11-07T18:00,16.4,14.2,46,0.0,5.0,2532,893.1
Barcelona,2021-11-07T19:00,15.8,13.6,49,0.0,5.4,2592,893.5
Barcelona,2021-11-07T20:00,15.2,12.8,50,0.04,5.2,2598,893.5
Barcelona,2021-11-07T21:00,14.5,11.8,51,0.04,4.7,2586,893.1
Barcelona,2021-11-07T22:00,13.9,10.8,51,0.04,4.1,2580,893.1
Barcelona,2021-11-07T23:00,13.7,10.8,51,0.0,3.9,2602,892.6
Barcelona,2021-11-08T00:00,13.8,11.1,51,0.0,3.9,2634,892.6
Barcelona,2021-11-08T01:00,13.8,11.4,51,0.0,4.1,2648,892.6
Barcelona,2021-11-08T02:00,13.6,11.2,53,0.23,4.3,2610,892.6
Barcelona,2021-11-08T03:00,13.3,10.8,55,0.23,4.6,2548,892.6
Barcelona,2021-11-08T04:00,13.0,10.4,57,0.23,5.0,2488,892.6
Barcelona,2021-11-08T05:00,12.9,10.5,59,0.14,5.3,2488,892.6
Barcelona,2021-11-08T06:00,12.7,10.8,61,0.14,5.6,2508,892.6
Barcelona,2021-11-08T07:00,12.6,11.0,63,0.14,5.8,2548,893.1
Barcelona,2021-11-08T08:00,12.6,10.7,62,0.59,5.6,2586,893.1
Barcelona,2021-11-08T09:00,12.7,10.3,60,0.59,5.2,2630,893.5
Barcelona,2021-11-08T10:00,13.3,10.4,56,0.59,4.9,2686,893.5
Barcelona,2021-11-08T11:00,14.3,11.6,53,0.03,5.0,2724,893.1
Barcelona,2021-11-08T12:00,15.6,13.3,50,0.03,5.3,2760,892.6
Barcelona,2021-11-08T13:00,17.2,15.3,47,0.03,5.9,2772,892.2
Barcelona,2021-11-08T14:00,17.9,16.2,47,0.0,6.4,2724,891.8
Barcelona,2021-11-08T15:00,18.5,16.8,47,0.0,7.0,2644,891.8
Barcelona,2021-11-08T16:00,18.8,17.2,49,0.0,7.9,2566,891.3
Barcelona,2021-11-08T17:00,18.6,17.3,52,0.0,8.6,2558,891.3
Barcelona,2021-11-08T18:00,18.2,17.1,56,0.0,9.3,2574,891.8
Barcelona,2021-11-08T19:00,17.5,16.8,62,0.0,10.5,2600,892.2
Barcelona,2021-11-08T20:00,16.9,16.6,70,0.0,11.7,2612,892.2
Barcelona,2021-11-08T21:00,16.1,16.2,78,0.0,13.0,2624,892.2
Barcelona,2021-11-08T22:00,15.3,15.5,85,0.0,13.7,2636,892.2
Barcelona,2021-11-08T23:00,15.0,14.8,80,0.1,12.6,2644,892.6
Barcelona,2021-11-09T00:00,14.9,14.0,71,0.1,10.4,2652,892.6
Barcelona,2021-11-09T01:00,14.8,13.2,62,0.1,8.1,2644,892.6
Barcelona,2021-11-09T02:00,14.7,12.9,60,0.0,7.4,2618,892.6
Barcelona,2021-11-09T03:00,14.7,12.7,60,0.0,7.2,2580,893.1
Barcelona,2021-11-09T04:00,14.7,12.6,60,0.0,7.1,2530,893.1
Barcelona,2021-11-09T05:00,14.7,12.7,59,0.08,6.9,2496,893.1
Barcelona,2021-11-09T06:00,14.8,12.8,58,0.08,6.8,2460,893.5
Barcelona,2021-11-09T07:00,14.9,12.9,57,0.08,6.7,2428,893.5
Barcelona,2021-11-09T08:00,19.9,21.4,79,0.0,16.4,2550,1017.7
Barcelona,2021-11-09T09:00,20.9,22.1,74,0.0,16.3,2540,1018.3
Barcelona,2021-11-09T10:00,22.2,23.2,68,0.0,16.3,2530,1018.8
Barcelona,2021-11-09T11:00,23.1,23.8,65,0.0,16.5,2524,1018.8
Barcelona,2021-11-09T12:00,24.0,24.3,63,0.0,16.9,2518,1018.8
Barcelona,2021-11-09T13:00,24.9,24.8,61,0.0,17.4,2522,1018.8
Barcelona,2021-11-09T14:00,25.3,25.0,60,0.0,17.4,2538,1018.8
Barcelona,2021-11-09T15:00,25.4,25.1,59,0.0,17.4,2564,1018.3
Barcelona,2021-11-09T16:00,25.2,25.2,60,0.0,17.4,2596,1018.3
Barcelona,2021-11-09T17:00,24.7,25.1,64,0.0,17.7,2614,1018.3
Barcelona,2021-11-09T18:00,23.8,24.9,69,0.0,18.1,2632,1018.8
Barcelona,2021-11-09T19:00,22.8,24.5,76,0.0,18.5,2656,1019.3
Barcelona,2021-11-09T20:00,22.3,24.3,78,0.01,18.5,2686,1019.3
Barcelona,2021-11-09T21:00,22.0,24.1,79,0.01,18.4,2718,1019.8
Barcelona,2021-11-09T22:00,21.6,23.7,80,0.01,18.3,2742,1019.8
Barcelona,2021-11-09T23:00,21.3,23.5,82,0.02,18.4,2724,1019.8
Barcelona,2021-11-10T00:00,21.1,23.3,84,0.02,18.5,2688,1019.8
Barcelona,2021-11-10T01:00,20.8,23.0,86,0.02,18.6,2658,1019.8
Barcelona,2021-11-10T02:00,20.7,22.9,87,0.01,18.5,2668,1019.8
Barcelona,2021-11-10T03:00,20.7,22.9,86,0.01,18.4,2694,1019.8
